0.000000	2.000000	0.000000	0.000000	0.000000	
0.035257	2.016709	0.000000	0.000000	0.000000	
0.078960	2.026845	0.000000	0.000000	0.000000	
0.130943	2.030440	0.000000	0.000000	0.000000	
0.190946	2.027552	0.000000	0.000000	0.000000	
0.258623	2.018267	0.000000	0.000000	0.000000	
0.333541	2.002695	0.000000	0.000000	0.000000	
0.415187	1.980973	0.000000	0.000000	0.000000	
0.502972	1.953262	0.000000	0.000000	0.000000	
0.596234	1.919746	0.000000	0.000000	0.000000	
0.694250	1.880632	0.000000	0.000000	0.000000	
0.796234	1.836152	0.000000	0.000000	0.000000	
0.901355	1.786555	0.000000	0.000000	0.000000	
1.008737	1.732113	0.000000	0.000000	0.000000	
1.117469	1.673114	0.000000	0.000000	0.000000	
1.226616	1.609865	0.000000	0.000000	0.000000	
1.335227	1.542687	0.000000	0.000000	0.000000	
1.442344	1.471918	0.000000	0.000000	0.000000	
1.547009	1.397907	0.000000	0.000000	0.000000	
1.648277	1.321013	0.000000	0.000000	0.000000	
1.745223	1.241607	0.000000	0.000000	0.000000	
1.836951	1.160065	0.000000	0.000000	0.000000	
1.922603	1.076773	0.000000	0.000000	0.000000	
2.001369	0.992117	0.000000	0.000000	0.000000	
2.072490	0.906489	0.000000	0.000000	0.000000	
2.135271	0.820278	0.000000	0.000000	0.000000	
2.189083	0.733877	0.000000	0.000000	0.000000	
2.233376	0.647672	0.000000	0.000000	0.000000	
2.267674	0.562047	0.000000	0.000000	0.000000	
2.291590	0.477378	0.000000	0.000000	0.000000	
2.304824	0.394034	0.000000	0.000000	0.000000	
2.307166	0.312376	0.000000	-0.000000	0.000000	
2.298502	0.232751	0.000000	-0.000000	0.000000	
2.278812	0.155496	0.000000	-0.000000	0.000000	
2.248171	0.080932	0.000000	-0.000000	0.000000	
2.206748	0.009366	0.000000	-0.000000	0.000000	
2.154807	-0.058913	0.000000	-0.000000	0.000000	
2.092701	-0.123633	0.000000	-0.000000	0.000000	
2.020871	-0.184541	0.000000	-0.000000	0.000000	
1.939842	-0.241405	0.000000	-0.000000	0.000000	
1.850217	-0.294015	0.000000	-0.000000	0.000000	
1.752674	-0.342180	0.000000	-0.000000	0.000000	
1.647955	-0.385734	0.000000	-0.000000	0.000000	
1.536863	-0.424534	0.000000	-0.000000	0.000000	
1.420254	-0.458461	0.000000	-0.000000	0.000000	
1.299027	-0.487418	0.000000	-0.000000	0.000000	
1.174118	-0.511336	0.000000	-0.000000	0.000000	
1.046489	-0.530168	0.000000	-0.000000	0.000000	
0.917120	-0.543893	0.000000	-0.000000	0.000000	
0.787001	-0.552514	0.000000	-0.000000	0.000000	
0.657121	-0.556058	0.000000	-0.000000	0.000000	
0.528458	-0.554577	0.000000	-0.000000	0.000000	
0.401974	-0.548146	0.000000	-0.000000	0.000000	
0.278600	-0.536864	0.000000	-0.000000	0.000000	
0.159233	-0.520850	0.000000	-0.000000	0.000000	
0.044724	-0.500248	0.000000	-0.000000	0.000000	
-0.064129	-0.475220	0.000000	-0.000000	0.000000	
-0.166587	-0.445950	0.000000	-0.000000	0.000000	
-0.261980	-0.412640	0.000000	-0.000000	0.000000	
-0.349709	-0.375508	0.000000	-0.000000	0.000000	
-0.429253	-0.334792	0.000000	-0.000000	0.000000	
-0.500177	-0.290742	0.000000	0.000000	0.000000	
-0.562131	-0.243623	0.000000	0.000000	0.000000	
-0.614854	-0.193713	0.000000	0.000000	0.000000	
-0.658180	-0.141300	0.000000	0.000000	0.000000	
-0.692034	-0.086681	0.000000	0.000000	0.000000	
-0.716436	-0.030163	0.000000	0.000000	0.000000	
-0.731499	0.027944	0.000000	0.000000	0.000000	
-0.737426	0.087323	0.000000	0.000000	0.000000	
-0.734513	0.147654	0.000000	0.000000	0.000000	
-0.723138	0.208617	0.000000	0.000000	0.000000	
-0.703763	0.269892	0.000000	0.000000	0.000000	
-0.676928	0.331159	0.000000	0.000000	0.000000	
-0.643244	0.392105	0.000000	0.000000	0.000000	
-0.603385	0.452418	0.000000	0.000000	0.000000	
-0.558087	0.511797	0.000000	0.000000	0.000000	
-0.508135	0.569945	0.000000	0.000000	0.000000	
-0.454357	0.626578	0.000000	0.000000	0.000000	
-0.397615	0.681421	0.000000	0.000000	0.000000	
-0.338798	0.734212	0.000000	0.000000	0.000000	
-0.278812	0.784702	0.000000	0.000000	0.000000	
-0.218570	0.832659	0.000000	0.000000	0.000000	
-0.158982	0.877865	0.000000	0.000000	0.000000	
-0.100951	0.920118	0.000000	0.000000	0.000000	
-0.045358	0.959237	0.000000	0.000000	0.000000	
0.006944	0.995057	0.000000	0.000000	0.000000	
0.055141	1.027435	0.000000	0.000000	0.000000	
0.098460	1.056246	0.000000	0.000000	0.000000	
0.136185	1.081387	0.000000	0.000000	0.000000	
0.167658	1.102775	0.000000	0.000000	0.000000	
0.192291	1.120350	0.000000	0.000000	0.000000	
0.209565	1.134073	0.000000	0.000000	0.000000	
0.219042	1.143925	0.000000	0.000000	0.000000	
0.220366	1.149912	0.000000	0.000000	0.000000	
0.213267	1.152059	0.000000	0.000000	0.000000	
0.197566	1.150413	0.000000	0.000000	0.000000	
0.173173	1.145042	0.000000	0.000000	0.000000	
0.140092	1.136034	0.000000	0.000000	0.000000	
0.098419	1.123500	0.000000	0.000000	0.000000	
0.048342	1.107565	0.000000	0.000000	0.000000	
-0.009860	1.088376	0.000000	0.000000	0.000000	
-0.075822	1.066097	0.000000	0.000000	0.000000	
-0.149094	1.040908	0.000000	0.000000	0.000000	
-0.229144	1.013005	0.000000	0.000000	0.000000	
-0.315366	0.982599	0.000000	0.000000	0.000000	
-0.407087	0.949912	0.000000	0.000000	0.000000	
-0.503568	0.915181	0.000000	0.000000	0.000000	
-0.604013	0.878651	0.000000	0.000000	0.000000	
-0.707582	0.840578	0.000000	0.000000	0.000000	
-0.813390	0.801224	0.000000	0.000000	0.000000	
-0.920523	0.760860	0.000000	0.000000	0.000000	
-1.028042	0.719759	0.000000	0.000000	0.000000	
-1.134996	0.678199	0.000000	0.000000	0.000000	
-1.240427	0.636458	0.000000	0.000000	0.000000	
-1.343383	0.594816	0.000000	0.000000	0.000000	
-1.442924	0.553551	0.000000	0.000000	0.000000	
-1.538134	0.512937	0.000000	0.000000	0.000000	
-1.628128	0.473244	0.000000	0.000000	0.000000	
-1.712059	0.434737	0.000000	0.000000	0.000000	
-1.789132	0.397672	0.000000	0.000000	0.000000	
-1.858605	0.362297	0.000000	0.000000	0.000000	
-1.919802	0.328849	0.000000	0.000000	0.000000	
-1.972112	0.297553	0.000000	0.000000	0.000000	
-2.015006	0.268622	0.000000	0.000000	0.000000	
-2.048031	0.242253	0.000000	0.000000	0.000000	
-2.070822	0.218629	0.000000	0.000000	0.000000	
-2.083102	0.197917	0.000000	0.000000	0.000000	
-2.084687	0.180264	0.000000	0.000000	0.000000	
-2.075486	0.165801	0.000000	0.000000	0.000000	
-2.055503	0.154639	0.000000	0.000000	0.000000	
-2.024836	0.146869	0.000000	0.000000	0.000000	
-1.983678	0.142561	0.000000	0.000000	-0.000000	
-1.932315	0.141766	0.000000	0.000000	-0.000000	
-1.871122	0.144510	0.000000	0.000000	-0.000000	
-1.800560	0.150801	0.000000	0.000000	-0.000000	
-1.721172	0.160623	0.000000	0.000000	-0.000000	
-1.633579	0.173938	0.000000	0.000000	-0.000000	
-1.538472	0.190688	0.000000	0.000000	-0.000000	
