0.000000	433.877401	
1.000000	97.137619	
2.000000	187.679265	
3.000000	81.330138	
4.000000	89.079942	
5.000000	52.364246	
6.000000	45.337433	
7.000000	30.723396	
8.000000	24.087853	
9.000000	17.327242	
10.000000	13.076170	
11.000000	9.610407	
12.000000	7.159294	
13.000000	5.295506	
14.000000	3.929365	
15.000000	2.910547	
16.000000	2.157373	
17.000000	1.603095	
18.000000	1.198132	
19.000000	0.899416	
20.000000	0.678459	
21.000000	0.514446	
22.000000	0.392279	
23.000000	0.301472	
24.000000	0.233363	
25.000000	0.182224	
26.000000	0.144105	
27.000000	0.115235	
28.000000	0.093449	
29.000000	0.077452	
30.000000	0.065704	
31.000000	0.056561	
32.000000	0.049439	
33.000000	0.043718	
34.000000	0.039069	
35.000000	0.035411	
36.000000	0.032471	
37.000000	0.030097	
38.000000	0.028056	
39.000000	0.026198	
40.000000	0.024669	
41.000000	0.023345	
42.000000	0.022029	
43.000000	0.020821	
44.000000	0.019813	
45.000000	0.018867	
46.000000	0.017913	
47.000000	0.017147	
48.000000	0.016437	
49.000000	0.015818	
50.000000	0.015212	
51.000000	0.014564	
52.000000	0.013965	
53.000000	0.013366	
54.000000	0.012824	
55.000000	0.012374	
56.000000	0.011904	
57.000000	0.011430	
58.000000	0.010938	
59.000000	0.010510	
60.000000	0.010065	
61.000000	0.009612	
62.000000	0.009259	
63.000000	0.008934	
64.000000	0.008612	
65.000000	0.008278	
66.000000	0.007923	
67.000000	0.007614	
68.000000	0.007324	
69.000000	0.007021	
70.000000	0.006730	
71.000000	0.006436	
72.000000	0.006155	
73.000000	0.005940	
74.000000	0.005754	
75.000000	0.005547	
76.000000	0.005334	
77.000000	0.005129	
78.000000	0.004927	
79.000000	0.004730	
80.000000	0.004559	
81.000000	0.004381	
82.000000	0.004228	
83.000000	0.004065	
84.000000	0.003897	
85.000000	0.003739	
86.000000	0.003589	
87.000000	0.003447	
88.000000	0.003325	
89.000000	0.003229	
90.000000	0.003126	
91.000000	0.003018	
92.000000	0.002929	
93.000000	0.002836	
94.000000	0.002742	
95.000000	0.002642	
96.000000	0.002544	
97.000000	0.002449	
98.000000	0.002366	
99.000000	0.002294	
100.000000	0.002222	
101.000000	0.002154	
102.000000	0.002082	
103.000000	0.002007	
104.000000	0.001933	
105.000000	0.001861	
106.000000	0.001801	
107.000000	0.001741	
108.000000	0.001678	
109.000000	0.001614	
110.000000	0.001548	
111.000000	0.001490	
112.000000	0.001437	
113.000000	0.001387	
114.000000	0.001340	
115.000000	0.001297	
116.000000	0.001254	
117.000000	0.001213	
118.000000	0.001172	
119.000000	0.001131	
120.000000	0.001091	
121.000000	0.001050	
122.000000	0.001012	
123.000000	0.000974	
124.000000	0.000942	
125.000000	0.000915	
126.000000	0.000888	
127.000000	0.000859	
128.000000	0.000829	
129.000000	0.000798	
130.000000	0.000770	
131.000000	0.000744	
132.000000	0.000722	
133.000000	0.000699	
134.000000	0.000677	
135.000000	0.000655	
136.000000	0.000633	
137.000000	0.000614	
138.000000	0.000595	
139.000000	0.000576	
140.000000	0.000559	
141.000000	0.000542	
142.000000	0.000525	
143.000000	0.000509	
144.000000	0.000493	
145.000000	0.000478	
146.000000	0.000461	
147.000000	0.000444	
148.000000	0.000427	
149.000000	0.000412	
150.000000	0.000397	
151.000000	0.000384	
152.000000	0.000371	
153.000000	0.000359	
154.000000	0.000347	
155.000000	0.000336	
156.000000	0.000325	
157.000000	0.000314	
158.000000	0.000303	
159.000000	0.000293	
160.000000	0.000282	
161.000000	0.000272	
162.000000	0.000263	
163.000000	0.000255	
164.000000	0.000247	
165.000000	0.000239	
166.000000	0.000232	
167.000000	0.000224	
168.000000	0.000218	
169.000000	0.000211	
170.000000	0.000204	
171.000000	0.000197	
172.000000	0.000190	
173.000000	0.000183	
174.000000	0.000176	
175.000000	0.000170	
176.000000	0.000165	
177.000000	0.000160	
178.000000	0.000156	
179.000000	0.000152	
180.000000	0.000147	
181.000000	0.000143	
182.000000	0.000138	
183.000000	0.000134	
184.000000	0.000130	
185.000000	0.000125	
186.000000	0.000121	
187.000000	0.000117	
188.000000	0.000113	
189.000000	0.000110	
190.000000	0.000106	
191.000000	0.000102	
192.000000	0.000098	
193.000000	0.000095	
194.000000	0.000092	
195.000000	0.000089	
196.000000	0.000086	
197.000000	0.000083	
198.000000	0.000080	
199.000000	0.000077	
200.000000	0.000075	
