0.000000	0.000000	0.000000	0.000000	
0.020276	0.000000	0.000000	0.020276	
0.040963	0.000000	0.000000	0.040963	
0.062069	0.000000	0.000000	0.062069	
0.083603	0.000000	0.000000	0.083603	
0.105574	0.000000	0.000000	0.105574	
0.127990	0.000000	0.000000	0.127990	
0.150861	0.000000	0.000000	0.150861	
0.174196	0.000000	0.000000	0.174196	
0.198003	0.000000	0.000000	0.198003	
0.222294	0.000000	0.000000	0.222294	
0.247077	0.000000	0.000000	0.247077	
0.272362	0.000000	0.000000	0.272362	
0.298160	0.000000	0.000000	0.298160	
0.324481	0.000000	0.000000	0.324481	
0.351336	0.000000	0.000000	0.351336	
0.378736	0.000000	0.000000	0.378736	
0.406691	0.000000	0.000000	0.406691	
0.435212	0.000000	0.000000	0.435212	
0.464312	0.000000	0.000000	0.464312	
0.494002	0.000000	0.000000	0.494002	
0.524294	0.000000	0.000000	0.524294	
0.555201	0.000000	0.000000	0.555201	
0.586733	0.000000	0.000000	0.586733	
0.618906	0.000000	0.000000	0.618906	
0.651730	0.000000	0.000000	0.651730	
0.685220	0.000000	0.000000	0.685220	
0.719389	0.000000	0.000000	0.719389	
0.754251	0.000000	0.000000	0.754251	
0.789820	0.000000	0.000000	0.789820	
0.826110	0.000000	0.000000	0.826110	
0.863136	0.000000	0.000000	0.863136	
0.900912	0.000000	0.000000	0.900912	
0.939455	0.000000	0.000000	0.939455	
0.978778	0.000000	0.000000	0.978778	
1.018900	0.000000	0.000000	1.018900	
1.059834	0.000000	0.000000	1.059834	
1.101599	0.000000	0.000000	1.101599	
1.144210	0.000000	0.000000	1.144210	
1.187686	0.000000	0.000000	1.187686	
1.232043	0.000000	0.000000	1.232043	
1.277299	0.000000	0.000000	1.277299	
1.323473	0.000000	0.000000	1.323473	
1.370583	0.000000	0.000000	1.370583	
1.418649	0.000000	0.000000	1.418649	
1.467689	0.000000	0.000000	1.467689	
1.517723	0.000000	0.000000	1.517723	
1.568772	0.000000	0.000000	1.568772	
1.620855	0.000000	0.000000	1.620855	
1.673995	0.000000	0.000000	1.673995	
1.728212	0.000000	0.000000	1.728212	
1.783529	0.000000	0.000000	1.783529	
1.839967	0.000000	0.000000	1.839967	
1.897550	0.000000	0.000000	1.897550	
1.956300	0.000000	0.000000	1.956300	
2.016241	0.000000	0.000000	2.016241	
2.077397	0.000000	0.000000	2.077397	
2.139794	0.000000	0.000000	2.139794	
2.203455	0.000000	0.000000	2.203455	
2.268408	0.000000	0.000000	2.268408	
2.334677	0.000000	0.000000	2.334677	
2.402290	0.000000	0.000000	2.402290	
2.471274	0.000000	0.000000	2.471274	
2.541657	0.000000	0.000000	2.541657	
2.613467	0.000000	0.000000	2.613467	
2.686733	0.000000	0.000000	2.686733	
2.761484	0.000000	0.000000	2.761484	
2.837751	0.000000	0.000000	2.837751	
2.915564	0.000000	0.000000	2.915564	
2.994955	0.000000	0.000000	2.994955	
3.075956	0.000000	0.000000	3.075956	
3.158599	0.000000	0.000000	3.158599	
3.242917	0.000000	0.000000	3.242917	
3.328946	0.000000	0.000000	3.328946	
3.416718	0.000000	0.000000	3.416718	
3.506271	0.000000	0.000000	3.506271	
3.597639	0.000000	0.000000	3.597639	
3.690859	0.000000	0.000000	3.690859	
3.785970	0.000000	0.000000	3.785970	
3.883009	0.000000	0.000000	3.883009	
3.982016	0.000000	0.000000	3.982016	
4.083030	0.000000	0.000000	4.083030	
4.186092	0.000000	0.000000	4.186092	
4.291244	0.000000	0.000000	4.291244	
4.398528	0.000000	0.000000	4.398528	
4.507987	0.000000	0.000000	4.507987	
4.619666	0.000000	0.000000	4.619666	
4.733608	0.000000	0.000000	4.733608	
4.849862	0.000000	0.000000	4.849862	
4.968472	0.000000	0.000000	4.968472	
5.089487	0.000000	0.000000	5.089487	
5.212956	0.000000	0.000000	5.212956	
5.338928	0.000000	0.000000	5.338928	
5.467455	0.000000	0.000000	5.467455	
5.598587	0.000000	0.000000	5.598587	
5.732379	0.000000	0.000000	5.732379	
5.868883	0.000000	0.000000	5.868883	
6.008154	0.000000	0.000000	6.008154	
6.150250	0.000000	0.000000	6.150250	
6.295227	0.000000	0.000000	6.295227	
6.443143	0.000000	0.000000	6.443143	
6.594058	0.000000	0.000000	6.594058	
6.748033	0.000000	0.000000	6.748033	
6.905131	0.000000	0.000000	6.905131	
7.065413	0.000000	0.000000	7.065413	
7.228945	0.000000	0.000000	7.228945	
7.395793	0.000000	0.000000	7.395793	
7.566024	0.000000	0.000000	7.566024	
7.739707	0.000000	0.000000	7.739707	
7.916911	0.000000	0.000000	7.916911	
8.097708	0.000000	0.000000	8.097708	
8.282171	0.000000	0.000000	8.282171	
8.470374	0.000000	0.000000	8.470374	
8.662393	0.000000	0.000000	8.662393	
8.858305	0.000000	0.000000	8.858305	
9.058189	0.000000	0.000000	9.058189	
9.262127	0.000000	0.000000	9.262127	
9.470199	0.000000	0.000000	9.470199	
9.682490	0.000000	0.000000	9.682490	
9.899086	0.000000	0.000000	9.899086	
10.120073	0.000000	0.000000	10.120073	
10.345541	0.000000	0.000000	10.345541	
10.575580	0.000000	0.000000	10.575580	
10.810283	0.000000	0.000000	10.810283	
11.049746	0.000000	0.000000	11.049746	
11.294063	0.000000	0.000000	11.294063	
11.543335	0.000000	0.000000	11.543335	
11.797660	0.000000	0.000000	11.797660	
12.057142	0.000000	0.000000	12.057142	
12.321886	0.000000	0.000000	12.321886	
12.591997	0.000000	0.000000	12.591997	
12.867585	0.000000	0.000000	12.867585	
13.148760	0.000000	0.000000	13.148760	
13.435637	0.000000	0.000000	13.435637	
13.728330	0.000000	0.000000	13.728330	
14.026958	0.000000	0.000000	14.026958	
14.331641	0.000000	0.000000	14.331641	
14.642502	0.000000	0.000000	14.642502	
14.959665	0.000000	0.000000	14.959665	
15.283259	0.000000	0.000000	15.283259	
15.613415	0.000000	0.000000	15.613415	
15.950264	0.000000	0.000000	15.950264	
16.293943	0.000000	0.000000	16.293943	
16.644591	0.000000	0.000000	16.644591	
17.002348	0.000000	0.000000	17.002348	
17.367359	0.000000	0.000000	17.367359	
17.739771	0.000000	0.000000	17.739771	
18.119734	0.000000	0.000000	18.119734	
18.507401	0.000000	0.000000	18.507401	
18.902928	0.000000	0.000000	18.902928	
0.000000	0.013016	0.130160	-15.922456	
0.020276	0.029935	0.234272	0.007260	
0.040963	0.050969	0.307951	0.011027	
0.062069	0.073931	0.364726	0.011100	
0.083603	0.098183	0.408301	0.009672	
0.105574	0.123045	0.443813	0.007391	
0.127990	0.148206	0.474096	0.004945	
0.150861	0.173472	0.501514	0.002656	
0.174196	0.198779	0.527601	0.000723	
0.198003	0.224123	0.553450	-0.000775	
0.222294	0.249550	0.579766	-0.001829	
0.247077	0.275124	0.606999	-0.002473	
0.272362	0.300922	0.635406	-0.002762	
0.298160	0.327022	0.665114	-0.002762	
0.324481	0.353497	0.696164	-0.002541	
0.351336	0.380411	0.728542	-0.002160	
0.378736	0.407824	0.762201	-0.001676	
0.406691	0.435784	0.797075	-0.001134	
0.435212	0.464331	0.833094	-0.000572	
0.464312	0.493498	0.870191	-0.000019	
0.494002	0.523312	0.908302	0.000504	
0.524294	0.553793	0.947373	0.000982	
0.555201	0.584957	0.987362	0.001408	
0.586733	0.616819	1.028233	0.001776	
0.618906	0.649389	1.069964	0.002087	
0.651730	0.682676	1.112539	0.002341	
0.685220	0.716689	1.155952	0.002544	
0.719389	0.751435	1.200202	0.002701	
0.754251	0.786922	1.245296	0.002816	
0.789820	0.823160	1.291244	0.002898	
0.826110	0.860155	1.338063	0.002950	
0.863136	0.897918	1.385770	0.002981	
0.900912	0.936460	1.434385	0.002994	
0.939455	0.975790	1.483932	0.002995	
0.978778	1.015922	1.534435	0.002988	
1.018900	1.056869	1.585918	0.002977	
1.059834	1.098644	1.638407	0.002965	
1.101599	1.141263	1.691929	0.002955	
1.144210	1.184740	1.746510	0.002948	
1.187686	1.229093	1.802177	0.002946	
1.232043	1.274338	1.858956	0.002950	
1.277299	1.320494	1.916874	0.002961	
1.323473	1.367578	1.975957	0.002980	
1.370583	1.415610	2.036233	0.003006	
1.418649	1.464609	2.097729	0.003039	
1.467689	1.514595	2.160470	0.003080	
1.517723	1.565590	2.224484	0.003128	
1.568772	1.617613	2.289799	0.003182	
1.620855	1.670686	2.356441	0.003243	
1.673995	1.724832	2.424438	0.003309	
1.728212	1.780072	2.493818	0.003380	
1.783529	1.836430	2.564609	0.003457	
1.839967	1.893928	2.636840	0.003537	
1.897550	1.952590	2.710541	0.003622	
1.956300	2.012440	2.785740	0.003710	
2.016241	2.073503	2.862468	0.003801	
2.077397	2.135803	2.940755	0.003894	
2.139794	2.199366	3.020633	0.003991	
2.203455	2.264218	3.102134	0.004089	
2.268408	2.330384	3.185291	0.004190	
2.334677	2.397893	3.270135	0.004293	
2.402290	2.466770	3.356703	0.004398	
2.471274	2.537045	3.445027	0.004504	
2.541657	2.608745	3.535143	0.004612	
2.613467	2.681899	3.627088	0.004722	
2.686733	2.756537	3.720898	0.004833	
2.761484	2.832689	3.816611	0.004946	
2.837751	2.910386	3.914265	0.005061	
2.915564	2.989659	4.013899	0.005178	
2.994955	3.070539	4.115554	0.005296	
3.075956	3.153060	4.219269	0.005416	
3.158599	3.237254	4.325088	0.005539	
3.242917	3.323156	4.433052	0.005663	
3.328946	3.410801	4.543205	0.005789	
3.416718	3.500222	4.655592	0.005918	
3.506271	3.591457	4.770256	0.006049	
3.597639	3.684542	4.887246	0.006182	
3.690859	3.779514	5.006607	0.006317	
3.785970	3.876413	5.128388	0.006455	
3.883009	3.975276	5.252638	0.006596	
3.982016	4.076144	5.379407	0.006740	
4.083030	4.179057	5.508746	0.006886	
4.186092	4.284057	5.640708	0.007035	
4.291244	4.391186	5.775344	0.007187	
4.398528	4.500487	5.912710	0.007342	
4.507987	4.612004	6.052862	0.007500	
4.619666	4.725782	6.195855	0.007662	
4.733608	4.841867	6.341747	0.007827	
4.849862	4.960306	6.490596	0.007995	
4.968472	5.081146	6.642464	0.008166	
5.089487	5.204437	6.797411	0.008341	
5.212956	5.330227	6.955500	0.008520	
5.338928	5.458567	7.116793	0.008702	
5.467455	5.589510	7.281357	0.008888	
5.598587	5.723108	7.449258	0.009077	
5.732379	5.859414	7.620563	0.009271	
5.868883	5.998484	7.795341	0.009468	
6.008154	6.140374	7.973663	0.009670	
6.150250	6.285141	8.155601	0.009876	
6.295227	6.432843	8.341228	0.010086	
6.443143	6.583540	8.530618	0.010300	
6.594058	6.737292	8.723848	0.010519	
6.748033	6.894161	8.920996	0.010742	
6.905131	7.054212	9.122142	0.010969	
7.065413	7.217507	9.327366	0.011201	
7.228945	7.384113	9.536751	0.011438	
7.395793	7.554097	9.750381	0.011680	
7.566024	7.727528	9.968343	0.011927	
7.739707	7.904476	10.190724	0.012179	
7.916911	8.085011	10.417615	0.012435	
8.097708	8.269206	10.649105	0.012697	
8.282171	8.457136	10.885290	0.012965	
8.470374	8.648877	11.126263	0.013238	
8.662393	8.844505	11.372122	0.013516	
8.858305	9.044100	11.622966	0.013800	
9.058189	9.247742	11.878896	0.014090	
9.262127	9.455512	12.140015	0.014385	
9.470199	9.667496	12.406429	0.014687	
9.682490	9.883777	12.678244	0.014995	
9.899086	10.104444	12.955571	0.015308	
10.120073	10.329585	13.238521	0.015629	
10.345541	10.559291	13.527208	0.015956	
10.575580	10.793654	13.821748	0.016289	
10.810283	11.032769	14.122260	0.016629	
11.049746	11.276733	14.428865	0.016976	
11.294063	11.525643	14.741687	0.017331	
11.543335	11.779600	15.060852	0.017692	
11.797660	12.038706	15.386487	0.018060	
12.057142	12.303065	15.718726	0.018437	
12.321886	12.572785	16.057701	0.018820	
12.591997	12.847974	16.403548	0.019212	
12.867585	13.128742	16.756408	0.019611	
13.148760	13.415203	17.116423	0.020019	
13.435637	13.707472	17.483737	0.020435	
13.728330	14.005667	17.858499	0.020859	
14.026958	14.309908	18.240859	0.021292	
14.331641	14.620318	18.630972	0.021733	
14.642502	14.937022	19.028995	0.022184	
14.959665	15.260147	19.435088	0.022644	
15.283259	15.589823	19.849414	0.023113	
15.613415	15.926185	20.272142	0.023591	
15.950264	16.269366	20.703441	0.024079	
16.293943	16.619505	21.143484	0.024577	
16.644591	16.976744	21.592450	0.025086	
17.002348	17.341226	22.050519	0.025604	
17.367359	17.713098	22.517876	0.026133	
